Fecha,Producto,Categoria,Sucursal,Cantidad,PrecioUnitario,CostoUnitario
2019-06-22,Jeans Slim,Ropa,Valparaíso,1,14626,11178
2019-06-22,Silla Gamer,Muebles,Antofagasta,1,107200,66924
2019-06-22,Lavadora L,Electrohogar,Antofagasta,1,149596,116008
2019-06-22,Jeans Slim,Ropa,Concepción,3,18410,14693
2019-06-22,Microondas M,Electrohogar,La Serena,2,142740,100578
2019-06-22,Lavadora L,Electrohogar,Concepción,3,193710,139023
2019-06-22,Smartphone Z,Tecnología,Santiago,2,277571,172530
2019-06-22,Polera Básica,Ropa,Concepción,2,19293,13182
2019-06-22,Notebook A,Tecnología,Santiago,1,333869,240844
2019-06-23,Balón Fútbol,Deportes,La Serena,2,62186,44048
2019-06-23,Mesa Centro,Muebles,Valparaíso,1,97650,69449
2019-06-23,Zapatillas Run,Deportes,Concepción,1,56262,35689
2019-06-23,Microondas M,Electrohogar,Concepción,1,180257,108894
2019-06-23,Smartphone Z,Tecnología,Concepción,3,373348,234873
2019-06-23,Microondas M,Electrohogar,Santiago,3,147046,91391
2019-06-23,Polera Básica,Ropa,La Serena,1,14215,10375
2019-06-23,Refrigerador Y,Electrohogar,Antofagasta,1,172495,130400
2019-06-23,Jeans Slim,Ropa,Concepción,1,18570,12926
2019-06-23,Coche Bebé,Bebés,La Serena,1,40123,27012
2019-06-24,Silla Gamer,Muebles,Valparaíso,3,95100,74472
2019-06-24,Smartphone Z,Tecnología,Santiago,2,329778,228050
2019-06-24,Lavadora L,Electrohogar,Santiago,1,163537,112003
2019-06-24,Silla Gamer,Muebles,Valparaíso,3,96388,69913
2019-06-24,Lavadora L,Electrohogar,Valparaíso,1,157558,114703
2019-06-24,Chaqueta Invierno,Ropa,Concepción,3,18748,11888
2019-06-24,Notebook A,Tecnología,Valparaíso,1,306147,184825
2019-06-24,Polera Básica,Ropa,Concepción,1,19415,14240
2019-06-24,Escritorio Pro,Muebles,Concepción,3,87196,57644
2019-06-25,Smartphone Z,Tecnología,Concepción,3,357402,248616
2019-06-25,Chaqueta Invierno,Ropa,Santiago,2,17586,13707
2019-06-25,Bicicleta MTB,Deportes,Antofagasta,2,66055,41830
2019-06-25,Coche Bebé,Bebés,Valparaíso,3,39813,30856
2019-06-25,Bicicleta MTB,Deportes,Antofagasta,2,70963,53796
2019-06-25,Pañales XL,Bebés,La Serena,1,41290,31880
2019-06-25,Mesa Centro,Muebles,La Serena,1,84018,56243
2019-06-25,Notebook A,Tecnología,Concepción,3,335532,215680
2019-06-26,Bicicleta MTB,Deportes,Santiago,2,72896,58086
2019-06-26,Microondas M,Electrohogar,Antofagasta,1,190569,144566
2019-06-26,Refrigerador Y,Electrohogar,Valparaíso,3,170273,119239
2019-06-26,Mesa Centro,Muebles,Concepción,1,105535,77676
2019-06-26,Notebook A,Tecnología,Santiago,3,368771,224358
2019-06-26,Pañales XL,Bebés,Valparaíso,2,41765,31851
2019-06-26,Escritorio Pro,Muebles,Concepción,1,106885,74751
2019-06-26,Jeans Slim,Ropa,Concepción,1,18481,12421
2019-06-26,Jeans Slim,Ropa,Valparaíso,3,16235,12173
2019-06-26,Notebook A,Tecnología,Santiago,1,355586,225017
2019-06-27,Silla Gamer,Muebles,La Serena,2,98425,78313
2019-06-27,Polera Básica,Ropa,La Serena,2,15006,11220
2019-06-27,Mesa Centro,Muebles,Concepción,2,116925,76202
2019-06-27,Bicicleta MTB,Deportes,Valparaíso,3,59656,46631
2019-06-28,Polera Básica,Ropa,Santiago,3,16037,12189
2019-06-28,Balón Fútbol,Deportes,Santiago,2,58793,38125
2019-06-28,Refrigerador Y,Electrohogar,Santiago,3,168045,110576
2019-06-28,Jeans Slim,Ropa,Antofagasta,2,17664,11186
2019-06-28,Notebook B,Tecnología,La Serena,3,373058,233276
2019-06-28,Bicicleta MTB,Deportes,Santiago,2,73909,58758
2019-06-28,Balón Fútbol,Deportes,Valparaíso,1,70542,43833
2019-06-28,Smartphone Z,Tecnología,Santiago,3,344715,251832
2019-06-28,Balón Fútbol,Deportes,La Serena,3,75123,58412
2019-06-28,Silla Gamer,Muebles,Santiago,2,94689,72315
2019-06-29,Polera Básica,Ropa,La Serena,3,18927,13261
2019-06-29,Chaqueta Invierno,Ropa,Concepción,3,17298,10562
2019-06-29,Jeans Slim,Ropa,Concepción,2,18231,13521
2019-06-29,Bicicleta MTB,Deportes,Concepción,1,54462,41666
2019-06-29,Pañales XL,Bebés,Antofagasta,3,50182,35546
2019-06-29,Refrigerador Y,Electrohogar,La Serena,2,179730,126003
2019-06-29,Notebook B,Tecnología,La Serena,1,289062,184749
2019-06-29,Lavadora L,Electrohogar,Valparaíso,3,169070,102861
2019-06-29,Tablet X,Tecnología,La Serena,1,298478,196319
2019-06-30,Microondas M,Electrohogar,La Serena,3,167178,109493
2019-06-30,Escritorio Pro,Muebles,Antofagasta,1,91545,61264
2019-06-30,Mesa Centro,Muebles,Valparaíso,1,91678,71316
2019-06-30,Notebook B,Tecnología,Concepción,1,378947,254894
2019-06-30,Mesa Centro,Muebles,Valparaíso,3,86189,65896
2019-06-30,Microondas M,Electrohogar,Concepción,2,193371,126336
2019-06-30,Mesa Centro,Muebles,Concepción,1,105375,73256
2019-06-30,Notebook B,Tecnología,Valparaíso,3,304087,236005
2019-06-30,Microondas M,Electrohogar,Valparaíso,2,151171,95082
2019-06-30,Bicicleta MTB,Deportes,Antofagasta,1,64191,44433
2019-06-30,Pañales XL,Bebés,Concepción,3,51074,32474
2019-06-30,Escritorio Pro,Muebles,Valparaíso,2,111708,85031
2019-06-30,Escritorio Pro,Muebles,Concepción,2,96676,63702
2019-06-30,Chaqueta Invierno,Ropa,Concepción,1,15009,11091
2019-06-30,Silla Comer,Bebés,Concepción,1,36791,28320
2019-06-30,Microondas M,Electrohogar,La Serena,2,167016,104925
2019-07-01,Chaqueta Invierno,Ropa,Santiago,1,15408,11699
2019-07-01,Pañales XL,Bebés,Antofagasta,3,40376,25207
2019-07-01,Refrigerador Y,Electrohogar,Antofagasta,1,181816,121093
2019-07-01,Pañales XL,Bebés,La Serena,2,47837,35456
2019-07-01,Zapatillas Run,Deportes,La Serena,3,57037,43652
2019-07-01,Mesa Centro,Muebles,La Serena,3,113116,68566
2019-07-01,Coche Bebé,Bebés,Valparaíso,1,45550,31227
2019-07-01,Notebook A,Tecnología,Concepción,2,337518,234848
2019-07-01,Zapatillas Run,Deportes,La Serena,1,72415,56561
2019-07-02,Refrigerador Y,Electrohogar,La Serena,3,193278,120523
2019-07-02,Mesa Centro,Muebles,Valparaíso,3,89317,54422
2019-07-02,Smartphone Z,Tecnología,Santiago,3,322089,253066
2019-07-02,Microondas M,Electrohogar,Concepción,2,146520,94501
2019-07-02,Zapatillas Run,Deportes,La Serena,2,74548,49009
2019-07-02,Smartphone Z,Tecnología,Santiago,2,336460,237526
2019-07-02,Refrigerador Y,Electrohogar,Antofagasta,2,148497,115169
2019-07-02,Balón Fútbol,Deportes,La Serena,3,68249,49680
2019-07-02,Notebook B,Tecnología,Antofagasta,3,310167,197506
2019-07-02,Jeans Slim,Ropa,Valparaíso,1,14764,11660
2019-07-02,Notebook A,Tecnología,Valparaíso,3,380806,260269
2019-07-03,Jeans Slim,Ropa,Santiago,3,15646,10297
2019-07-03,Chaqueta Invierno,Ropa,Valparaíso,1,18529,13064
2019-07-03,Jeans Slim,Ropa,Antofagasta,1,17595,13540
2019-07-03,Notebook A,Tecnología,Concepción,3,360097,235183
2019-07-03,Notebook B,Tecnología,Antofagasta,1,327024,258029
2019-07-03,Jeans Slim,Ropa,Valparaíso,2,18849,14505
2019-07-03,Lavadora L,Electrohogar,Antofagasta,3,191201,146344
2019-07-03,Tablet X,Tecnología,La Serena,1,342002,217569
2019-07-03,Microondas M,Electrohogar,Antofagasta,2,184952,137412
2019-07-04,Pañales XL,Bebés,La Serena,3,36224,27326
2019-07-04,Mesa Centro,Muebles,La Serena,3,115226,82912
2019-07-04,Tablet X,Tecnología,Antofagasta,3,287167,225405
2019-07-04,Balón Fútbol,Deportes,Santiago,1,73168,47462
2019-07-04,Balón Fútbol,Deportes,Valparaíso,2,59391,45269
2019-07-04,Pañales XL,Bebés,La Serena,3,47638,32115
2019-07-04,Microondas M,Electrohogar,Concepción,1,150821,92453
2019-07-04,Bicicleta MTB,Deportes,Concepción,3,61832,46100
2019-07-04,Lavadora L,Electrohogar,Concepción,1,191411,144020
2019-07-05,Microondas M,Electrohogar,Valparaíso,1,140692,112465
2019-07-05,Lavadora L,Electrohogar,Valparaíso,1,157348,108751
2019-07-05,Smartphone Z,Tecnología,Santiago,1,342465,215432
2019-07-05,Refrigerador Y,Electrohogar,Santiago,3,163926,124033
2019-07-06,Escritorio Pro,Muebles,La Serena,3,87289,61373
2019-07-06,Balón Fútbol,Deportes,Valparaíso,2,71391,46902
2019-07-06,Notebook B,Tecnología,Valparaíso,1,303997,212715
2019-07-06,Pañales XL,Bebés,Antofagasta,1,51629,38616
2019-07-06,Tablet X,Tecnología,La Serena,3,347495,216670
2019-07-06,Balón Fútbol,Deportes,Valparaíso,3,77991,54527
2019-07-07,Polera Básica,Ropa,La Serena,2,16463,10905
2019-07-07,Silla Comer,Bebés,Santiago,3,41772,30655
2019-07-07,Microondas M,Electrohogar,Santiago,3,177968,119040
2019-07-07,Notebook A,Tecnología,Antofagasta,3,350600,224116
2019-07-07,Microondas M,Electrohogar,La Serena,2,176953,128991
2019-07-08,Polera Básica,Ropa,Concepción,2,15638,10184
2019-07-08,Coche Bebé,Bebés,Concepción,3,38494,28657
2019-07-08,Jeans Slim,Ropa,Valparaíso,2,15948,9909
2019-07-08,Smartphone Z,Tecnología,Valparaíso,2,330864,221217
2019-07-08,Pañales XL,Bebés,Antofagasta,3,39663,24763
2019-07-08,Silla Gamer,Muebles,Antofagasta,2,99241,78726
2019-07-08,Balón Fútbol,Deportes,Antofagasta,3,65406,50423
2019-07-08,Smartphone Z,Tecnología,Valparaíso,1,304989,190851
2019-07-09,Escritorio Pro,Muebles,Valparaíso,1,85177,62569
2019-07-09,Lavadora L,Electrohogar,Santiago,2,137321,103087
2019-07-09,Balón Fútbol,Deportes,Valparaíso,2,68932,49427
2019-07-09,Jeans Slim,Ropa,Valparaíso,1,15325,10573
2019-07-09,Chaqueta Invierno,Ropa,La Serena,1,15747,9703
2019-07-09,Jeans Slim,Ropa,La Serena,3,17667,10796
2019-07-09,Polera Básica,Ropa,Valparaíso,1,13979,10779
2019-07-09,Balón Fútbol,Deportes,Concepción,2,65557,46301
2019-07-09,Notebook A,Tecnología,Valparaíso,2,285342,189034
2019-07-09,Notebook B,Tecnología,La Serena,2,305997,193413
2019-07-09,Pañales XL,Bebés,Antofagasta,3,38880,26700
2019-07-09,Polera Básica,Ropa,Valparaíso,3,13960,8673
2019-07-10,Notebook B,Tecnología,Concepción,3,320435,229244
2019-07-10,Silla Gamer,Muebles,La Serena,3,91682,65729
2019-07-10,Silla Comer,Bebés,Valparaíso,1,45463,35082
2019-07-10,Polera Básica,Ropa,Valparaíso,1,17470,11569
2019-07-10,Lavadora L,Electrohogar,Santiago,2,175810,107530
2019-07-10,Escritorio Pro,Muebles,Concepción,3,93603,61039
2019-07-10,Smartphone Z,Tecnología,La Serena,1,374992,289400
2019-07-11,Balón Fútbol,Deportes,La Serena,2,57372,38891
2019-07-11,Mesa Centro,Muebles,Santiago,2,97133,76492
2019-07-11,Jeans Slim,Ropa,Valparaíso,2,18053,12858
2019-07-11,Polera Básica,Ropa,Valparaíso,2,17639,13780
2019-07-11,Escritorio Pro,Muebles,Santiago,1,105422,77180
2019-07-11,Silla Gamer,Muebles,La Serena,1,112335,75477
2019-07-11,Mesa Centro,Muebles,Antofagasta,3,113067,81139
2019-07-11,Smartphone Z,Tecnología,Santiago,2,330716,213137
2019-07-11,Mesa Centro,Muebles,Valparaíso,3,112309,82567
2019-07-11,Refrigerador Y,Electrohogar,Concepción,2,175545,139040
2019-07-12,Tablet X,Tecnología,Santiago,1,369735,222986
2019-07-12,Tablet X,Tecnología,Concepción,1,320160,197579
2019-07-12,Coche Bebé,Bebés,La Serena,3,51495,40034
2019-07-12,Pañales XL,Bebés,Valparaíso,3,47408,28827
2019-07-12,Notebook B,Tecnología,Santiago,2,359934,254786
2019-07-12,Coche Bebé,Bebés,Valparaíso,2,43189,29561
2019-07-12,Coche Bebé,Bebés,Santiago,3,40026,26192
2019-07-12,Coche Bebé,Bebés,Antofagasta,3,37457,22842
2019-07-12,Silla Comer,Bebés,Valparaíso,3,44833,30104
2019-07-12,Chaqueta Invierno,Ropa,Valparaíso,2,16162,12267
2019-07-12,Lavadora L,Electrohogar,Santiago,3,142879,109136
2019-07-12,Chaqueta Invierno,Ropa,Antofagasta,3,15790,11426
2019-07-13,Escritorio Pro,Muebles,Antofagasta,2,83150,66401
2019-07-13,Jeans Slim,Ropa,Santiago,3,17905,11116
2019-07-13,Mesa Centro,Muebles,Concepción,2,113319,79764
2019-07-13,Escritorio Pro,Muebles,Santiago,3,96610,68970
2019-07-13,Pañales XL,Bebés,Antofagasta,1,37837,29941
2019-07-13,Chaqueta Invierno,Ropa,Antofagasta,3,13609,10132
2019-07-13,Bicicleta MTB,Deportes,Santiago,2,66200,45155
2019-07-13,Lavadora L,Electrohogar,Concepción,2,175733,125234
2019-07-13,Polera Básica,Ropa,Valparaíso,2,18900,13941
2019-07-13,Lavadora L,Electrohogar,Valparaíso,2,191518,123192
2019-07-14,Chaqueta Invierno,Ropa,La Serena,3,15994,12258
2019-07-14,Silla Comer,Bebés,Antofagasta,2,46604,34227
2019-07-14,Zapatillas Run,Deportes,Valparaíso,2,66815,40913
2019-07-14,Silla Comer,Bebés,Valparaíso,3,45960,29511
2019-07-14,Jeans Slim,Ropa,Valparaíso,2,16827,12116
2019-07-14,Bicicleta MTB,Deportes,Santiago,3,61810,39551
2019-07-14,Polera Básica,Ropa,Valparaíso,3,14044,10301
2019-07-15,Polera Básica,Ropa,Concepción,1,16428,12949
2019-07-15,Polera Básica,Ropa,Antofagasta,2,18068,14411
2019-07-15,Silla Comer,Bebés,Concepción,1,37918,29664
2019-07-15,Bicicleta MTB,Deportes,La Serena,2,69867,42535
2019-07-15,Silla Comer,Bebés,Santiago,1,36840,25253
2019-07-15,Zapatillas Run,Deportes,Concepción,1,64252,39861
2019-07-15,Zapatillas Run,Deportes,Valparaíso,1,74207,44678
2019-07-16,Balón Fútbol,Deportes,Concepción,2,59543,46137
2019-07-16,Chaqueta Invierno,Ropa,La Serena,3,14869,9865
2019-07-16,Pañales XL,Bebés,Concepción,2,41544,29876
2019-07-16,Mesa Centro,Muebles,Santiago,1,101868,61143
2019-07-16,Bicicleta MTB,Deportes,Santiago,1,63044,49121
2019-07-16,Coche Bebé,Bebés,Concepción,1,44734,29866
2019-07-16,Zapatillas Run,Deportes,La Serena,3,58993,39217
2019-07-16,Coche Bebé,Bebés,Antofagasta,2,48209,35331
2019-07-17,Lavadora L,Electrohogar,La Serena,2,173024,111507
2019-07-17,Lavadora L,Electrohogar,La Serena,2,137844,99598
2019-07-17,Escritorio Pro,Muebles,Antofagasta,1,98103,63256
2019-07-17,Lavadora L,Electrohogar,Antofagasta,3,162484,101775
2019-07-17,Notebook B,Tecnología,Santiago,2,321942,205893
2019-07-17,Microondas M,Electrohogar,Concepción,2,138068,109191
2019-07-18,Lavadora L,Electrohogar,Santiago,2,178873,131090
2019-07-18,Silla Comer,Bebés,Santiago,2,49770,29993
2019-07-18,Pañales XL,Bebés,Santiago,2,41020,28243
2019-07-18,Silla Gamer,Muebles,Concepción,1,86050,66888
2019-07-18,Pañales XL,Bebés,Santiago,2,43410,27414
2019-07-19,Chaqueta Invierno,Ropa,Concepción,3,18296,11465
2019-07-19,Mesa Centro,Muebles,Valparaíso,3,93991,56723
2019-07-19,Escritorio Pro,Muebles,Concepción,3,114735,70848
2019-07-19,Bicicleta MTB,Deportes,Antofagasta,1,76121,59877
2019-07-19,Balón Fútbol,Deportes,Valparaíso,1,64394,50453
2019-07-19,Notebook B,Tecnología,Concepción,1,354961,274631
2019-07-19,Microondas M,Electrohogar,Concepción,1,157835,95287
2019-07-19,Refrigerador Y,Electrohogar,Santiago,1,137664,105107
2019-07-19,Lavadora L,Electrohogar,Antofagasta,2,174152,125810
2019-07-19,Zapatillas Run,Deportes,La Serena,3,72327,53348
2019-07-19,Polera Básica,Ropa,Antofagasta,1,19323,13235
2019-07-19,Notebook B,Tecnología,Concepción,3,340830,217578
2019-07-19,Bicicleta MTB,Deportes,Santiago,2,56871,38862
2019-07-20,Coche Bebé,Bebés,Santiago,2,43140,31879
2019-07-20,Silla Comer,Bebés,Santiago,1,46779,28140
2019-07-20,Coche Bebé,Bebés,La Serena,1,51671,35802
2019-07-20,Notebook A,Tecnología,Valparaíso,2,364296,240163
2019-07-20,Silla Gamer,Muebles,Valparaíso,3,96981,67580
2019-07-20,Silla Gamer,Muebles,Santiago,3,95156,72821
2019-07-20,Lavadora L,Electrohogar,Santiago,1,160846,117357
2019-07-21,Jeans Slim,Ropa,Santiago,1,14300,10543
2019-07-21,Zapatillas Run,Deportes,Valparaíso,3,57706,44119
2019-07-21,Polera Básica,Ropa,Valparaíso,1,19428,14701
2019-07-21,Pañales XL,Bebés,La Serena,3,44922,32135
2019-07-21,Chaqueta Invierno,Ropa,Valparaíso,3,15905,11964
2019-07-21,Coche Bebé,Bebés,Antofagasta,1,40699,27803
2019-07-21,Escritorio Pro,Muebles,Santiago,2,82920,56363
2019-07-22,Mesa Centro,Muebles,Valparaíso,2,111774,75594
2019-07-22,Jeans Slim,Ropa,La Serena,3,15754,9897
2019-07-22,Pañales XL,Bebés,Valparaíso,3,36286,23341
2019-07-22,Microondas M,Electrohogar,Santiago,2,180389,112223
2019-07-22,Notebook A,Tecnología,La Serena,2,280042,218501
2019-07-22,Refrigerador Y,Electrohogar,Concepción,2,156171,113859
2019-07-22,Chaqueta Invierno,Ropa,Valparaíso,1,14229,10843
2019-07-22,Polera Básica,Ropa,La Serena,2,17177,10454
2019-07-22,Jeans Slim,Ropa,Valparaíso,1,16898,12545
2019-07-22,Notebook A,Tecnología,La Serena,2,361327,254706
2019-07-22,Coche Bebé,Bebés,Antofagasta,3,41368,27613
2019-07-23,Lavadora L,Electrohogar,Santiago,3,141014,105884
2019-07-23,Lavadora L,Electrohogar,Santiago,3,152200,115108
2019-07-23,Escritorio Pro,Muebles,Santiago,1,114027,83920
2019-07-24,Chaqueta Invierno,Ropa,Antofagasta,1,18899,12610
2019-07-24,Notebook A,Tecnología,La Serena,3,331798,207754
2019-07-24,Zapatillas Run,Deportes,Antofagasta,3,74075,58519
2019-07-24,Lavadora L,Electrohogar,Antofagasta,3,173152,136366
2019-07-24,Escritorio Pro,Muebles,Antofagasta,3,113528,73543
2019-07-24,Coche Bebé,Bebés,Santiago,3,39479,31021
2019-07-24,Balón Fútbol,Deportes,Valparaíso,3,61041,46624
2019-07-24,Smartphone Z,Tecnología,Valparaíso,3,338759,234311
2019-07-25,Bicicleta MTB,Deportes,Antofagasta,1,68729,49810
2019-07-25,Coche Bebé,Bebés,Santiago,1,51779,39571
2019-07-25,Escritorio Pro,Muebles,Valparaíso,3,94783,66849
2019-07-25,Smartphone Z,Tecnología,Valparaíso,3,300257,203050
2019-07-25,Silla Comer,Bebés,Valparaíso,1,50235,36257
2019-07-25,Notebook B,Tecnología,Concepción,1,367659,248589
2019-07-26,Bicicleta MTB,Deportes,Antofagasta,1,71955,57453
2019-07-26,Microondas M,Electrohogar,Concepción,1,169723,114199
2019-07-26,Coche Bebé,Bebés,Valparaíso,2,39174,29369
2019-07-26,Pañales XL,Bebés,Concepción,1,37894,28467
2019-07-26,Tablet X,Tecnología,La Serena,2,303551,216781
2019-07-26,Jeans Slim,Ropa,La Serena,1,13770,8725
2019-07-26,Mesa Centro,Muebles,Concepción,3,84236,52764
2019-07-26,Tablet X,Tecnología,Valparaíso,3,349334,232850
2019-07-27,Jeans Slim,Ropa,Valparaíso,3,14737,10029
2019-07-27,Microondas M,Electrohogar,Antofagasta,1,181084,114601
2019-07-27,Refrigerador Y,Electrohogar,La Serena,3,138596,83678
2019-07-27,Silla Comer,Bebés,Antofagasta,1,49154,35016
2019-07-27,Notebook B,Tecnología,Concepción,2,329601,224614
2019-07-28,Lavadora L,Electrohogar,Santiago,1,160759,120713
2019-07-28,Tablet X,Tecnología,Santiago,1,374117,249360
2019-07-28,Balón Fútbol,Deportes,Santiago,1,55786,42582
2019-07-28,Mesa Centro,Muebles,Santiago,3,90251,55093
2019-07-28,Polera Básica,Ropa,Concepción,1,18291,14503
2019-07-28,Lavadora L,Electrohogar,Valparaíso,2,142645,101152
2019-07-28,Microondas M,Electrohogar,La Serena,3,152765,108818
2019-07-28,Polera Básica,Ropa,Antofagasta,1,17936,13128
2019-07-28,Bicicleta MTB,Deportes,Antofagasta,1,54136,43222
2019-07-28,Mesa Centro,Muebles,Santiago,3,83445,61302
2019-07-28,Pañales XL,Bebés,Santiago,2,40445,29664
2019-07-28,Coche Bebé,Bebés,Antofagasta,3,38566,28658
2019-07-28,Escritorio Pro,Muebles,Concepción,3,114871,73378
2019-07-29,Pañales XL,Bebés,Antofagasta,3,41435,32618
2019-07-29,Zapatillas Run,Deportes,Valparaíso,2,73229,55239
2019-07-29,Balón Fútbol,Deportes,Valparaíso,3,68129,51483
2019-07-29,Refrigerador Y,Electrohogar,Santiago,2,170619,132630
2019-07-29,Smartphone Z,Tecnología,Concepción,3,367688,243721
2019-07-29,Coche Bebé,Bebés,La Serena,3,48644,33149
2019-07-29,Zapatillas Run,Deportes,Santiago,1,73870,54774
2019-07-29,Pañales XL,Bebés,Concepción,3,47626,35257
2019-07-29,Lavadora L,Electrohogar,Santiago,1,163072,98928
2019-07-30,Smartphone Z,Tecnología,La Serena,1,326557,203698
2019-07-30,Tablet X,Tecnología,Santiago,1,385051,265066
2019-07-30,Microondas M,Electrohogar,Concepción,1,156002,107456
2019-07-30,Tablet X,Tecnología,Santiago,1,298896,206868
2019-07-30,Chaqueta Invierno,Ropa,La Serena,3,14230,8723
2019-07-31,Polera Básica,Ropa,Valparaíso,2,19435,15059
2019-07-31,Chaqueta Invierno,Ropa,Valparaíso,2,18438,11915
2019-07-31,Notebook B,Tecnología,La Serena,2,305523,236529
2019-07-31,Notebook B,Tecnología,Valparaíso,3,359205,274116
2019-07-31,Coche Bebé,Bebés,Concepción,1,48676,33256
2019-07-31,Microondas M,Electrohogar,Valparaíso,2,151663,96697
2019-07-31,Pañales XL,Bebés,La Serena,3,38774,24028
2019-07-31,Bicicleta MTB,Deportes,Valparaíso,1,54474,33965
2019-07-31,Coche Bebé,Bebés,Concepción,2,46855,37053
2019-07-31,Lavadora L,Electrohogar,Antofagasta,1,143233,102816
2019-08-01,Polera Básica,Ropa,Antofagasta,1,17481,11018
2019-08-01,Chaqueta Invierno,Ropa,Antofagasta,1,17036,11161
2019-08-01,Pañales XL,Bebés,La Serena,3,37607,23734
2019-08-01,Refrigerador Y,Electrohogar,Valparaíso,2,139240,98609
2019-08-01,Chaqueta Invierno,Ropa,Concepción,1,17820,10995
2019-08-01,Notebook A,Tecnología,Valparaíso,2,333102,252596
2019-08-01,Silla Comer,Bebés,Santiago,2,49138,31692
2019-08-01,Notebook A,Tecnología,Concepción,1,278722,213875
2019-08-01,Microondas M,Electrohogar,Valparaíso,3,183394,120912
2019-08-01,Zapatillas Run,Deportes,La Serena,2,67564,46591
2019-08-01,Escritorio Pro,Muebles,Santiago,2,82086,64981
2019-08-01,Silla Comer,Bebés,Concepción,3,48039,30830
2019-08-01,Refrigerador Y,Electrohogar,Concepción,3,136448,98527
2019-08-02,Escritorio Pro,Muebles,Valparaíso,2,109548,78408
2019-08-02,Tablet X,Tecnología,Concepción,1,321401,214143
2019-08-02,Microondas M,Electrohogar,Santiago,2,162827,111213
2019-08-02,Mesa Centro,Muebles,Concepción,1,95555,74062
2019-08-02,Balón Fútbol,Deportes,Santiago,1,72341,51810
2019-08-02,Tablet X,Tecnología,Valparaíso,2,366907,224096
2019-08-02,Notebook A,Tecnología,Antofagasta,2,300307,224957
2019-08-02,Balón Fútbol,Deportes,Concepción,1,61792,46227
2019-08-02,Silla Comer,Bebés,Antofagasta,1,41438,32321
2019-08-02,Lavadora L,Electrohogar,Antofagasta,2,150719,119955
2019-08-02,Lavadora L,Electrohogar,La Serena,2,180536,119048
2019-08-02,Coche Bebé,Bebés,Santiago,2,47564,31083
2019-08-03,Silla Comer,Bebés,Antofagasta,2,45814,29986
2019-08-03,Microondas M,Electrohogar,Santiago,3,185145,119595
2019-08-03,Jeans Slim,Ropa,Antofagasta,1,17193,10663
2019-08-03,Microondas M,Electrohogar,La Serena,2,181473,116472
2019-08-03,Silla Gamer,Muebles,Santiago,2,115471,87267
2019-08-03,Smartphone Z,Tecnología,Santiago,1,380794,234030
2019-08-03,Zapatillas Run,Deportes,Santiago,3,66466,50284
2019-08-03,Balón Fútbol,Deportes,Valparaíso,2,63673,50257
2019-08-03,Balón Fútbol,Deportes,Antofagasta,1,63045,37845
2019-08-03,Polera Básica,Ropa,Valparaíso,2,13951,9340
2019-08-03,Notebook B,Tecnología,Concepción,1,320957,217735
2019-08-03,Smartphone Z,Tecnología,La Serena,1,376838,267554
2019-08-03,Refrigerador Y,Electrohogar,Santiago,3,177847,131708
2019-08-04,Lavadora L,Electrohogar,Santiago,1,142827,107483
2019-08-04,Tablet X,Tecnología,Antofagasta,1,339761,227764
2019-08-04,Polera Básica,Ropa,Valparaíso,3,16629,12844
2019-08-04,Refrigerador Y,Electrohogar,Valparaíso,2,175949,109144
2019-08-04,Notebook B,Tecnología,Santiago,2,293501,204585
2019-08-04,Silla Gamer,Muebles,La Serena,1,90252,69498
2019-08-04,Smartphone Z,Tecnología,Antofagasta,1,291097,193439
2019-08-04,Notebook A,Tecnología,Concepción,2,344298,243046
2019-08-04,Microondas M,Electrohogar,La Serena,2,175441,109945
2019-08-04,Silla Comer,Bebés,Santiago,3,45868,27604
2019-08-04,Tablet X,Tecnología,Santiago,1,363137,256743
2019-08-05,Lavadora L,Electrohogar,Valparaíso,1,142155,111564
2019-08-05,Refrigerador Y,Electrohogar,Antofagasta,3,177428,118157
2019-08-05,Bicicleta MTB,Deportes,Santiago,3,76679,55921
2019-08-05,Lavadora L,Electrohogar,Concepción,2,194145,124792
2019-08-05,Microondas M,Electrohogar,Santiago,2,139883,84250
2019-08-05,Escritorio Pro,Muebles,Valparaíso,1,116582,80903
2019-08-05,Escritorio Pro,Muebles,Santiago,3,102570,63505
2019-08-05,Silla Comer,Bebés,Concepción,2,50567,33111
2019-08-05,Polera Básica,Ropa,La Serena,1,17818,12881
2019-08-05,Lavadora L,Electrohogar,Antofagasta,3,135743,92289
2019-08-05,Refrigerador Y,Electrohogar,Valparaíso,1,192966,149938
2019-08-05,Zapatillas Run,Deportes,La Serena,2,67879,50239
2019-08-06,Tablet X,Tecnología,Concepción,1,292602,204850
2019-08-06,Mesa Centro,Muebles,Antofagasta,1,93600,71995
2019-08-06,Notebook A,Tecnología,Concepción,2,367444,231925
2019-08-06,Polera Básica,Ropa,Santiago,1,18997,14850
2019-08-07,Smartphone Z,Tecnología,La Serena,3,287773,219372
2019-08-07,Notebook A,Tecnología,Concepción,1,371937,293939
2019-08-07,Polera Básica,Ropa,Santiago,3,18711,14461
2019-08-07,Bicicleta MTB,Deportes,Antofagasta,3,61511,43970
2019-08-07,Chaqueta Invierno,Ropa,Valparaíso,1,13595,10397
2019-08-07,Polera Básica,Ropa,Valparaíso,3,19144,14027
2019-08-07,Polera Básica,Ropa,Antofagasta,3,17923,10767
2019-08-07,Balón Fútbol,Deportes,Antofagasta,1,66673,45488
